id,local_articles,total_articles,local_docs,total_docs,question
1111,2,8,2,6,"Công ty tôi đang phát triển một ứng dụng di động mới và muốn tham gia vào chuỗi giá trị để cung ứng cho đối tác lớn, vậy công ty cần đáp ứng tiêu chí nào để được xác định là doanh nghiệp khởi nghiệp sáng tạo và được hưởng những hỗ trợ cụ thể nào về tư vấn sở hữu trí tuệ cũng như điều kiện để được lựa chọn hỗ trợ khi tham gia chuỗi giá trị?"
1135,1,4,1,4,"Khi một quỹ đầu tư khởi nghiệp sáng tạo bị giải thể do công ty quản lý quỹ phá sản, việc hạch toán tài chính phải tuân theo quy định nào và thứ tự ưu tiên thanh toán tài sản cho các bên liên quan được thực hiện ra sao?"
1141,1,6,1,4,Công ty muốn thay đổi số lượng và phân chia quyền hạn của những người đại diện theo pháp luật thì phải thực hiện điều chỉnh trong văn bản nội bộ nào và thủ tục thông báo với cơ quan đăng ký kinh doanh ra sao?
1144,1,8,1,6,"Công ty tôi triển khai dự án đầu tư mới thuộc đối tượng được áp dụng thuế suất 10% trong 15 năm, vậy doanh thu để tính thuế được xác định như thế nào, phương pháp tính số thuế phải nộp ra sao và thời điểm bắt đầu tính thời gian hưởng thuế suất ưu đãi là khi nào?"
1147,11,14,9,12,Công ty tôi muốn tham gia chuỗi giá trị để được hỗ trợ kinh phí thuê mặt bằng tại cơ sở ươm tạo và tư vấn sở hữu trí tuệ thì cần đáp ứng tiêu chí lựa chọn nào và cơ quan nào có trách nhiệm hướng dẫn chi tiết các tiêu chí này?
1149,1,5,1,4,"Công ty tôi vừa thực hiện dự án đầu tư sản xuất xăng sinh học và có phát sinh cả hàng hóa xuất khẩu, đồng thời đang làm thủ tục hoàn thuế cho đối tác nước ngoài theo Hiệp định tránh đánh thuế hai lần thì mỗi trường hợp này cần chuẩn bị những hồ sơ, giấy tờ gì?"
1153,1,7,1,4,"Hợp tác xã dự định ký hợp đồng hợp tác với một đối tác để cung cấp dịch vụ tư vấn trên một khu đất cụ thể, vậy hợp đồng này cần đảm bảo nội dung gì về quyền sử dụng đất và các thành viên hợp tác sẽ có quyền, nghĩa vụ gì trong quá trình thực hiện?"
1169,1,4,1,3,Công ty hợp danh là doanh nghiệp nhỏ và vừa khởi nghiệp sáng tạo muốn quyết định triển khai một dự án đầu tư mới để xin hỗ trợ giá thuê mặt bằng sản xuất thì cần tỷ lệ tán thành bao nhiêu từ Hội đồng thành viên và đối tượng nào sẽ được hưởng hỗ trợ này?
1171,1,5,1,4,"Để được vay vốn gián tiếp từ Quỹ phát triển doanh nghiệp nhỏ và vừa, doanh nghiệp khởi nghiệp sáng tạo cần đáp ứng những điều kiện gì về vốn chủ sở hữu, phương án kinh doanh và các nguyên tắc chung về sử dụng vốn vay?"
1176,3,5,3,5,"Công ty tôi muốn bổ sung thêm một người đại diện theo pháp luật để thuận tiện điều hành, vậy tôi cần quy định những nội dung gì trong Điều lệ và phải thực hiện công bố thông tin này như thế nào?"
1196,3,4,3,4,"Khi thành lập doanh nghiệp trong khu công nghệ cao, tôi cần nộp hồ sơ đăng ký tên tại cơ quan nào và nếu cơ quan này từ chối tên dự kiến vì lý do trùng lặp thì tôi có quyền xử lý ra sao?"
1206,7,11,5,6,"Công ty tôi là doanh nghiệp nhỏ và vừa đang hoạt động trong lĩnh vực ưu tiên của tỉnh, muốn tiếp cận Quỹ bảo lãnh tín dụng để vay vốn thì điều kiện đối tượng, mức bảo lãnh tối đa và các biện pháp bảo đảm cần thiết là gì?"
1209,2,9,2,9,"Trong trường hợp kết hôn nhiều lần, người lao động có được nghỉ hưởng nguyên lương cho mỗi lần kết hôn hay không?"
1212,1,3,1,2,"Nhiệm vụ khoa học và công nghệ trong chương trình hỗ trợ doanh nghiệp nâng cao năng suất và chất lượng sản phẩm, hàng hóa bao gồm những gì?"
1214,3,8,3,7,Doanh nghiệp có dự án nông nghiệp có được Nhà nước hỗ trợ kinh phí đào tạo nghề cho người lao động không?
1215,4,8,4,8,"Quy định về việc áp dụng biện pháp buộc tháo dỡ công trình hoặc phần công trình xây dựng không có giấy phép, xây dựng sai giấy phép trong xử lý vi phạm hành chính như thế nào?"
1261,4,4,4,4,Thời gian giải quyết thủ tục cấp Giấy phép hoạt động cho thuê lại lao động có phải mất khoảng 1 tháng không?
1264,2,4,2,4,"Khi làm hồ sơ xin cấp Giấy phép kinh doanh dịch vụ lữ hành nội địa, có bắt buộc phải nộp bản chính chứng chỉ của người phụ trách kinh doanh không?"
1267,1,6,1,6,Việc quảng cáo trên các xuất bản phẩm được quy định như thế nào?
1276,2,2,2,2,Doanh nghiệp cần nộp hồ sơ đề nghị cấp giấy phép hoạt động cho thuê lại lao động cho cơ quan nào?
1282,3,3,3,3,Thời hạn nộp hồ sơ đề nghị gia hạn giấy phép hoạt động cho thuê lại lao động là bao lâu trước khi giấy phép hết hạn?
1290,6,11,6,9,"Doanh nghiệp có dự án đầu tư cơ sở chăn nuôi bò sữa, bò thịt sẽ được hưởng các chính sách hỗ trợ như thế nào?"
1292,5,7,5,7,"Khi xây dựng bảng lương mới cho nhân viên kinh doanh, doanh nghiệp có phải gửi thông báo cho Sở Lao động - Thương binh và Xã hội hay không?"
1295,4,7,4,7,"Trình tự, thủ tục tiến hành hòa giải được thực hiện như thế nào?"
1303,2,8,2,6,Tổ chức kinh tế khi nhận chuyển nhượng quyền sử dụng đất hoặc chuyển mục đích sử dụng đất thì có những quyền và nghĩa vụ gì?
1317,1,3,1,3,"Đối với giấy phép lao động được cấp theo thời hạn của hợp đồng lao động dự kiến ký kết, cần nộp hồ sơ xin gia hạn trước bao nhiêu ngày kể từ ngày hết hạn?"
1318,1,4,1,4,"Thủ tục đổi Giấy chứng nhận đăng ký đầu tư và Giấy chứng nhận đăng ký doanh nghiệp để thay thế cho Giấy phép đầu tư, Giấy chứng nhận đầu tư được thực hiện như thế nào?"
1321,1,8,1,8,Việc tạm ứng hợp đồng trong xây dựng được quy định theo những nguyên tắc nào?
1325,3,4,2,3,Đơn vị cung cấp nước có nghĩa vụ phải bảo dưỡng đồng hồ đo nước hay không?
1328,8,8,8,8,Thực hiện thủ tục cấp mới Giấy chứng nhận đăng ký doanh nghiệp trực tuyến có phải nộp phí hay lệ phí không?
1337,4,6,4,6,Thời điểm bắt đầu tính thời gian hỗ trợ lãi suất vay ngân hàng là khi nào?
1338,4,8,4,7,Cá nhân và tổ chức có trách nhiệm gì trong việc bảo đảm an toàn cho khách du lịch khi tham gia các hoạt động du lịch nguy hiểm?
1346,4,5,4,5,Doanh nghiệp xây dựng cơ sở hạ tầng cho dự án nhân giống cây trồng bằng công nghệ nuôi cấy mô thì có được hỗ trợ không?
1354,1,4,1,3,Khi thi công đường ống thoát nước trên đường mà không đặt biển cảnh báo dẫn đến chết người thì có phải bồi thường thiệt hại không?
1360,1,4,1,3,"Khi muốn xin cấp giấy phép xây dựng để di dời công trình thì cần chuẩn bị những giấy tờ, tài liệu gì trong hồ sơ?"
1369,1,2,1,2,Kích thước tối đa của biển hiệu quảng cáo đối với cá nhân kinh doanh được quy định như thế nào?
1378,9,11,7,8,Hồ sơ xin cấp Giấy phép đủ điều kiện kinh doanh dịch vụ karaoke bao gồm những giấy tờ gì?
1390,1,3,1,3,Cơ quan nào có thẩm quyền cấp giấy phép xây dựng cho công trình quảng cáo ngoài trời?
1392,4,6,4,6,Quy định về việc thuê đất và cấp giấy phép xây dựng trong cụm công nghiệp như thế nào?
1394,2,4,2,4,Nếu doanh nghiệp xã hội chấm dứt mục tiêu xã hội đã cam kết trước thời hạn thì có phải hoàn trả lại các ưu đãi đã nhận không?
1402,3,6,3,6,Cơ quan nào có thẩm quyền cho phép doanh nghiệp cho thuê lại lao động được rút tiền ký quỹ?
1408,3,5,3,5,Kế toán trưởng của các đơn vị kế toán có trình độ chuyên môn nghiệp vụ từ đại học trở lên cần đáp ứng những tiêu chuẩn và điều kiện gì?
1414,3,5,3,5,Cơ quan nào có thẩm quyền ra quyết định tạm dừng thi công công trình xây dựng khi có vi phạm hành chính trong hoạt động xây dựng?
1420,1,7,1,6,Giám đốc công ty cổ phần có được kiêm nhiệm vị trí kế toán trưởng không?
1432,3,12,3,10,"Quy định về việc thực hiện kết luận thanh tra, văn bản chỉ đạo, yêu cầu, kiến nghị và quyết định xử lý sai phạm về hành chính, kinh tế như thế nào?"
1436,1,13,1,7,Quy định của pháp luật về việc nghiệm thu công trình xây dựng như thế nào?
1437,2,4,2,4,Khi làm thủ tục gia hạn giấy phép lao động cho người nước ngoài thì có cần nộp hộ chiếu không?
1444,7,9,7,9,"Mức hỗ trợ, thời gian hỗ trợ, phương thức chi trả và hồ sơ đề nghị hỗ trợ được quy định như thế nào?"
1453,1,10,1,6,Quy định về quyền quảng cáo thương mại hiện nay như thế nào?
1454,1,2,1,2,Trong những trường hợp nào hộ gia đình phải xin phép cơ quan nhà nước có thẩm quyền khi chuyển mục đích sử dụng đất?
1458,1,8,1,7,Quy định về việc báo cáo thực hiện kết luận thanh tra như thế nào?
1468,1,5,1,5,Tôi cần nộp hồ sơ đề nghị cấp giấy phép xây dựng công trình quảng cáo tại cơ quan nào?
1479,1,5,1,5,Trong những trường hợp nào thì giấy phép kinh doanh dịch vụ lữ hành bị thu hồi?
1485,3,6,3,6,Màn hình quảng cáo ngoài trời có kích thước bao nhiêu thì phải xin giấy phép xây dựng?
1486,2,4,2,3,Khi chuyển mục đích sử dụng đất từ đất trồng lúa sang đất làm muối thì có phải xin phép cơ quan nhà nước có thẩm quyền không?
1487,1,3,1,3,Cơ quan nào có thẩm quyền kiểm tra chất lượng cơ sở lưu trú du lịch?
1497,5,7,5,6,Thủ tục gia hạn giấy phép xây dựng được quy định như thế nào?
1509,5,6,5,6,Trình tự thành lập cụm công nghiệp được quy định như thế nào?
1524,3,8,3,8,Doanh nghiệp thành lập mới từ dự án đầu tư sản xuất sản phẩm thuộc Danh mục sản phẩm công nghệ cao được khuyến khích phát triển sẽ được hưởng những ưu đãi gì?
1525,1,4,1,3,Thủ tục và trình tự để được cấp giấy phép môi trường được quy định như thế nào?
1532,2,3,2,3,"Để được cấp giấy phép xây dựng, công trình trong đô thị cần phải đáp ứng những điều kiện nào?"
1533,1,2,1,2,Người sử dụng lao động có những quyền gì khi xảy ra đình công?
1541,1,4,1,3,Khi doanh nghiệp chuyển đổi loại hình thì mã số thuế có được giữ nguyên không?
1559,2,7,2,7,"Khi giảm vốn điều lệ, công ty cổ phần có phải thông báo cho cơ quan đăng ký kinh doanh không?"
1567,6,10,6,10,Khi doanh nghiệp cho thuê lại lao động thay đổi tên thì có phải đề nghị cấp lại giấy phép không?
1583,3,9,3,8,Quy định về hoạt động bán hàng đa cấp tại địa phương được quy định như thế nào?
1584,2,4,2,4,Để xin giấy phép xây dựng bảng quảng cáo ngoài trời thì cần chuẩn bị những giấy tờ gì trong hồ sơ?
1589,1,3,1,3,Việc xây dựng và lắp đặt màn hình quảng cáo ngoài trời có bắt buộc phải xin giấy phép xây dựng không?
1603,1,3,1,3,Việc sử dụng bao bì đựng chất thải nguy hại không đáp ứng yêu cầu kỹ thuật thì có bị xử phạt không?
1609,2,6,2,5,Quy định về việc cho thuê đất của Nhà nước hiện nay như thế nào?
1645,1,7,1,6,"Khi công ty thay đổi công nghệ dẫn đến nguy cơ mất việc cho nhân viên, công ty muốn tự mở lớp đào tạo lại kỹ năng nghề thì có được Nhà nước hỗ trợ kinh phí không và nếu trong quá trình này công ty thu học phí của nhân viên thì sẽ bị xử lý thế nào?"
1648,3,10,3,7,"Công ty tôi là doanh nghiệp siêu nhỏ, muốn thuê tổ chức dịch vụ làm thủ tục thuế để vận hành kế toán thì đơn vị đó cần điều kiện gì và công ty tôi được áp dụng chế độ kế toán cũng như ưu đãi thuế như thế nào?"
1650,2,3,2,3,"Khi công ty muốn thành lập mới theo cơ chế một cửa liên thông thì quy trình đăng ký doanh nghiệp và đăng ký thuế được thực hiện như thế nào, và mã số thuế cấp cho doanh nghiệp sẽ có cấu trúc ra sao?"
1660,2,3,2,3,"Khi tôi muốn thành lập doanh nghiệp mới, tôi cần thực hiện nghĩa vụ đăng ký doanh nghiệp như thế nào và việc đăng ký thuế lần đầu cho doanh nghiệp này sẽ được thực hiện theo cơ chế nào, nộp hồ sơ ở đâu?"
1691,2,5,2,5,Hộ kinh doanh của tôi muốn thay đổi ngành nghề kinh doanh và chuyển sang nộp thuế theo phương pháp kê khai do quy mô doanh thu tăng cao thì cần thực hiện thủ tục đăng ký thay đổi như thế nào và việc xác định mức thuế lúc này sẽ thay đổi ra sao?
1708,1,5,1,5,"Khi công ty nhập khẩu hàng hóa từ đối tác nước ngoài, nếu phát hiện lô hàng có dấu hiệu xâm phạm sở hữu trí tuệ và người mua là đối tượng người tiêu dùng dễ bị tổn thương, thì quy trình kiểm tra hàng trước khi giao, nghĩa vụ bảo đảm khi yêu cầu tạm dừng thủ tục hải quan và trách nhiệm ưu tiên xử lý khiếu nại được thực hiện như thế nào?"
1717,2,6,2,6,"Giám đốc công ty TNHH tự ý ký hợp đồng mua lô hàng từ một người thân, sau đó yêu cầu hải quan tạm dừng thông quan lô hàng này vì nghi xâm phạm quyền SHTT và bị một khách hàng là người khuyết tật khiếu nại về sản phẩm, vậy trường hợp này sẽ bị xử lý và bồi thường như thế nào?"
1722,1,6,1,5,Giám đốc một khu làm việc chung hỗ trợ SME muốn tuyển dụng đội ngũ nhân lực vận hành và ban hành quy chế lương thưởng nhưng lại không công khai bảng lương tại nơi làm việc thì quyền hạn tuyển dụng này được thực hiện thế nào và rủi ro pháp lý về xử phạt cũng như khắc phục hậu quả ra sao?
1730,2,4,2,4,"Khi thành lập doanh nghiệp mới, công ty cần thực hiện nghĩa vụ đăng ký doanh nghiệp và đăng ký thuế theo cơ chế nào, đồng thời mã số thuế cấp cho doanh nghiệp sẽ có cấu trúc ra sao?"
1735,4,7,4,7,"Công ty tôi là doanh nghiệp nhỏ mới chuyển đổi từ hộ kinh doanh, hiện đang cần hỗ trợ tư vấn về chế độ kế toán, thuế và các vướng mắc pháp lý khác thì quy trình tiếp cận hỗ trợ và hồ sơ đề nghị thanh toán chi phí tư vấn pháp luật được thực hiện như thế nào?"
1736,6,8,6,8,"Công ty tôi là doanh nghiệp nhỏ và vừa trong nước, muốn tìm hiểu về các chính sách hỗ trợ giá thuê mặt bằng sản xuất, cách thức để được hỗ trợ chi phí thuê giải pháp chuyển đổi số và các yêu cầu về hạ tầng cơ sở vật chất nếu muốn tham gia vào một khu làm việc chung hỗ trợ khởi nghiệp sáng tạo là gì?"
1737,4,7,4,6,"Tôi muốn chuyển đổi hộ kinh doanh đã hoạt động 2 năm thành doanh nghiệp siêu nhỏ do vợ tôi làm chủ thì cần chuẩn bị hồ sơ gì, nộp ở đâu và làm sao để được ưu tiên hỗ trợ kinh phí?"
1739,1,4,1,4,"Khi doanh nghiệp nhỏ và vừa vay vốn có tài sản thế chấp là bất động sản kèm vật phụ và được Quỹ bảo lãnh tín dụng hỗ trợ, nếu xảy ra nợ xấu dẫn đến đấu giá tài sản thì phạm vi bảo lãnh tối đa của Quỹ là bao nhiêu, quyền lợi đối với vật phụ và nghĩa vụ thông báo cho bên liên quan được xử lý thế nào?"
1742,1,5,1,5,"Khi tôi muốn thành lập doanh nghiệp mới, tôi cần thực hiện nghĩa vụ đăng ký doanh nghiệp và đăng ký thuế như thế nào, và mã số thuế của doanh nghiệp sẽ được cấp và quản lý ra sao?"
1743,2,6,2,6,"Công ty TNHH hai thành viên của tôi có một thành viên kiêm người đại diện theo pháp luật vừa qua đời, trong khi công ty đang vay vốn và thực hiện dự án khởi nghiệp sáng tạo từ Quỹ phát triển doanh nghiệp nhỏ và vừa thì việc xác định người đại diện mới và thủ tục thay đổi thành viên trong hồ sơ đăng ký doanh nghiệp phải thực hiện như thế nào?"
1744,5,9,5,9,"Công ty tôi là doanh nghiệp nhỏ do phụ nữ làm chủ, muốn tìm tư vấn viên từ mạng lưới của Bộ để hỗ trợ về quản trị nội bộ thì phải tìm thông tin ở đâu và mức hỗ trợ chi phí hợp đồng tư vấn được tính như thế nào?"
1746,2,4,2,4,"Hộ kinh doanh của tôi đã hoạt động 2 năm, nay muốn chuyển đổi lên doanh nghiệp nhỏ và vừa thì cần chuẩn bị hồ sơ đăng ký thế nào, được hưởng những ưu đãi hỗ trợ gì và khi đề xuất hỗ trợ thì phải cung cấp tài liệu gì để xác định quy mô doanh nghiệp?"
1761,1,6,1,6,"Hộ kinh doanh của tôi không thực hiện chế độ kế toán nên đang nộp thuế khoán, nay muốn chuyển sang kinh doanh trên nền tảng thương mại điện tử có chức năng thanh toán và nếu vô tình ngừng hoạt động tại địa chỉ đăng ký quá 6 tháng mà không thông báo thì cách xác định mức thuế, trách nhiệm khai thuế và rủi ro về giấy phép sẽ như thế nào?"
1766,1,4,1,4,"Công ty là tổ chức chủ trì nhiệm vụ khoa học dùng ngân sách nhà nước để tạo giống cây trồng, nay muốn nộp đơn đăng ký quyền và xử lý tranh chấp về quyền này thông qua giám định thì phải thực hiện các nghĩa vụ về thời hạn, hồ sơ hợp đồng giám định và cách xử lý nếu không đồng ý với kết quả giám định như thế nào?"
1769,1,6,1,6,"Khi công ty quyết định giải thể hoặc chấm dứt hoạt động mà vẫn còn nợ thuế, quy trình hoàn thành nghĩa vụ thuế sẽ được thực hiện ra sao và những nội dung quản lý thuế nào mà cơ quan thuế sẽ áp dụng để xử lý các khoản nợ, tiền phạt này?"
1777,1,4,1,4,"Công ty TNHH hai thành viên muốn tiếp nhận thêm thành viên mới để tăng vốn điều lệ, đồng thời muốn chuẩn bị hồ sơ đăng ký doanh nghiệp cho các cá nhân kê khai số định danh và tìm hiểu điều kiện để sau này được Quỹ phát triển doanh nghiệp nhỏ và vừa tiếp tục xem xét cho vay thì phải thực hiện như thế nào?"
1778,1,4,1,4,Công ty TNHH hai thành viên có một thành viên là tổ chức muốn thay đổi người đại diện theo ủy quyền đồng thời thay đổi luôn người đại diện theo pháp luật của công ty thì phải thực hiện các thủ tục thông báo và đăng ký như thế nào?
1780,3,8,1,6,"Công ty tôi là doanh nghiệp khởi nghiệp sáng tạo đang cần vốn, vậy tôi nên tiếp cận Quỹ phát triển doanh nghiệp nhỏ và vừa để vay trực tiếp với mức lãi suất được tính như thế nào, hay nên tìm đến Quỹ bảo lãnh tín dụng doanh nghiệp nhỏ và vừa để được hỗ trợ ra sao?"
1783,9,13,9,12,"Công ty nhỏ muốn thuê mặt bằng tại cụm công nghiệp, đồng thời triển khai chuyển đổi số và đăng ký bảo hộ quyền sở hữu trí tuệ thì được hỗ trợ những gì về giá thuê, mức kinh phí cho công nghệ và các chính sách ưu đãi cho cơ sở ươm tạo nếu có?"
1786,3,8,3,7,"Công ty tôi muốn tìm hiểu về các chương trình hỗ trợ doanh nghiệp nhỏ và vừa, đồng thời muốn tra cứu quy chuẩn kỹ thuật và thuê tư vấn xây dựng tiêu chuẩn cơ sở cho chuỗi giá trị thì có thể tiếp cận thông tin ở đâu và được hỗ trợ chi phí như thế nào?"
1804,1,7,1,5,"Công ty tôi đang đặt tên theo đúng cấu trúc loại hình và tên riêng, không vi phạm thuần phong mỹ tục nhưng bị một đơn vị khác khiếu nại là xâm phạm quyền sở hữu công nghiệp, vậy trường hợp này sẽ bị xử lý thế nào và công ty phải thực hiện thay đổi tên trong thời hạn bao lâu?"
1815,2,4,2,4,"Công ty tôi muốn đăng ký hưởng các chính sách hỗ trợ cho doanh nghiệp nhỏ và vừa thì căn cứ vào đâu để xác định lĩnh vực hoạt động và cần đáp ứng những tiêu chí cụ thể nào về lao động, doanh thu hoặc nguồn vốn?"
1827,4,6,4,6,"Công ty tôi thành lập được 3 năm, chưa chào bán chứng khoán, hiện muốn vừa thực hiện hoạt động đầu tư khởi nghiệp sáng tạo, vừa tham gia chuỗi giá trị sản xuất chế biến nhờ đổi mới công nghệ thì cần thực hiện thủ tục đăng ký gì và sẽ được hỗ trợ những nội dung nào?"
1833,1,3,1,3,"Khi thành lập doanh nghiệp theo cơ chế một cửa liên thông, công ty sẽ thực hiện đăng ký thuế và xác định mã số thuế như thế nào, đồng thời khi phát sinh giao dịch hạch toán bằng ngoại tệ thì việc khai và nộp thuế phải thực hiện ra sao?"
1845,1,8,1,7,"Công ty tôi muốn thành lập một cơ sở ươm tạo doanh nghiệp thì sẽ được hưởng những ưu đãi về thuế, đất đai gì và cơ sở này cần đảm bảo thực hiện những chức năng hỗ trợ cụ thể nào cho các startup?"
1860,1,4,1,4,Công ty tôi thành lập được 3 năm và chưa chào bán chứng khoán ra công chúng thì được hưởng những nội dung hỗ trợ khởi nghiệp sáng tạo nào và cần cung cấp tài liệu gì để được cơ quan chức năng lựa chọn hỗ trợ?
1862,5,7,5,7,"Công ty tôi là doanh nghiệp nhỏ và vừa đang muốn mở rộng sản xuất và chuyển đổi số, vậy công ty có thể được hỗ trợ về giá thuê mặt bằng trong bao lâu và làm sao để được hỗ trợ chi phí thuê mua các giải pháp chuyển đổi số?"
1907,7,8,5,6,Công ty tôi muốn triển khai chuyển đổi số và nâng cấp công nghệ thì được Nhà nước hỗ trợ những nội dung gì và cần làm gì để đề xuất mức hỗ trợ phù hợp?
1908,2,3,2,3,Công ty sản xuất của tôi muốn tham gia cụm liên kết ngành thông qua thế mạnh về đổi mới sáng tạo thì cần đáp ứng điều kiện gì và cần chuẩn bị những giấy tờ nào để được xác nhận là doanh nghiệp khởi nghiệp sáng tạo khi đề nghị hỗ trợ?
1913,3,4,3,4,Công ty sản xuất của tôi có đổi mới về quy trình công nghệ để tham gia chuỗi giá trị thì được hỗ trợ những nội dung gì và mức chi phí đào tạo chuyên sâu cho nhân viên được hỗ trợ tối đa bao nhiêu?
1951,1,10,1,7,"Khi thành lập doanh nghiệp mới, công ty cần thực hiện nghĩa vụ đăng ký doanh nghiệp và đăng ký thuế như thế nào để đảm bảo đúng quy định?"
1952,1,2,1,2,"Khi công ty hợp danh tiếp nhận thành viên hợp danh mới, công ty cần chuẩn bị hồ sơ gì và phải thực hiện đăng ký thay đổi trong thời hạn bao lâu?"
1960,6,8,6,8,"Công ty tôi là doanh nghiệp nhỏ và vừa trong nước, vậy công ty có thể được hỗ trợ những chi phí nào khi thuê mua giải pháp chuyển đổi số và thuê mặt bằng sản xuất?"
1979,2,4,2,4,"Khi chuyển đổi từ hộ kinh doanh lên doanh nghiệp nhỏ và vừa, công ty cần chuẩn bị hồ sơ gì và được hưởng những chính sách hỗ trợ nào về lệ phí, thuế?"
1982,1,3,1,3,Công ty tôi là doanh nghiệp nhỏ và vừa muốn cho nhân viên đi học khóa đào tạo về quản trị doanh nghiệp cơ bản bằng ngân sách nhà nước thì được hưởng ưu đãi chi phí gì và khóa học này thường kéo dài trong bao lâu?
1983,1,4,1,4,"Trong trường hợp công ty TNHH hai thành viên có một thành viên làm người đại diện theo pháp luật bị tạm giam, thành viên còn lại sẽ đương nhiên thay thế vị trí này như thế nào và hồ sơ đăng ký thay đổi gửi cơ quan đăng ký kinh doanh cần những giấy tờ gì?"
1988,1,3,1,3,"Khi công ty thế chấp bất động sản có vật phụ để vay vốn và được Quỹ bảo lãnh tín dụng hỗ trợ, thì vật phụ đó có mặc nhiên bị thế chấp không và Quỹ bảo lãnh có thể bảo lãnh tối đa bao nhiêu giá trị khoản vay này?"
1994,1,5,1,5,"Hộ kinh doanh của tôi hiện đang tự xác định số thuế GTGT và TNCN phải nộp theo quy định, nhưng nếu chẳng may ngừng hoạt động tại địa chỉ đăng ký quá 6 tháng mà không thông báo thì sẽ bị xử lý như thế nào?"
